pair_ID	sentence_A	sentence_B	relatedness_score
1764	O cervo está saltando sobre a cerca baixa	O cervo está saltando sobre a cerca	4.4
1765	A senhora está quebrando ovos crus na tigela	A senhora está quebrando ovos que estão crus dentro de uma tigela	4.9
1766	Um filhote de gato está brincando com uma corda azul de brinquedo	Um filhote de gato está brincando com um brinquedo	4.6
1767	Alguns cavalos estão competindo furiosamente sobre a grama verde e pulando um obstáculo	Alguns cavalos estão competindo furiosamente sobre a grama verde e pulando o obstáculo	4.7
1768	As pessoas estão jogando críquete	Algumas pessoas estão jogando críquete	4.9
1769	Uma bicicleta está sendo segurada por um ciclista sobre sua cabeça em um grupo de pessoas	Um ciclista está segurando uma bicicleta sobre sua cabeça em um grupo de pessoas	4.6
1770	Um cavalo está sendo cavalgado por um cara	Um cara está montando um cavalo	5.0
1771	Um homem está fritando uma tortilha	Um homem está fritando comida	4.5
1772	Os brócolis estão sendo picados por uma mulher	Uma mulher está picando brócolis	4.9
1773	Dois homens estão fazendo um esquete engraçado com um boxeador na frente de uma multidão de pessoas	Dois homens estão fazendo um esquete, que é muito engraçado, com um boxeador em frente a uma multidão de pessoas	5.0
1774	Um homem está andando de moto pela cidade	Um homem está andando de moto	4.6
1775	Uma mulher está fatiando um peixe	Uma mulher está cortando um peixe	5.0
1776	Um cachorro está brincando sozinho em uma praia coberta de neve	Um cachorro está brincando sozinho na costa coberta de neve	4.3
1777	Um homem está tocando um violão	Um violão está sendo tocando por um homem	4.8
1778	Um pai está jogando a filha na piscina	Um pai está lançando sua filha em uma piscina	4.8
1779	O homem está empinando uma mountain bike	Um homem em uma bicicleta está andando em uma roda só	4.4
1780	A menina está pulando imprudentemente para dentro de um carro	A menina está pulando imprudentemente para dentro de um veículo	4.6
1781	Uma criança está caminhando rua abaixo e um jipe está ​​se aproximando	Uma criança está descendo a rua e um jipe está parando	4.4
1782	Uma mulher com uma camisa tingida de amarelo está surfando em uma prancha de surf rosa	Um surfista está surfando a onda	3.5
1783	Um cachorro castanho peludo está atravessando a área gramada	O cachorro castanho está brincando ao ar livre	3.8
1784	Um homem está comendo uma tigela de cereal	Cereal está sendo comido pelo homem	4.8
1785	Um homem está dançando com um capacete usado	Um homem com um chapéu duro está dançando	4.5
1786	Uma mulher e três homens estão posando para a foto	Três homens e uma mulher estão posando para uma foto	5.0
1787	Alguém está batendo um ovo	Um indivíduo está batendo um ovo	4.8
1788	Um homem está usando um chapéu de palha e fumando um cigarro	O homem de chapéu de palha está fumando um cigarro	5.0
1789	Várias pessoas estão passando na fronteira de uma ponte	Muitas pessoas estão andando em linha através de uma ponte	4.4
1790	O homem está montando um cavalo perto de uma correnteza	Um homem está andando a cavalo	4.4
1791	Um carro de rali branco está jogando lama no ar e está se aproximando de uma curva na pista	O carro de rali branco está jogando lama no ar e está se aproximando de uma curva na pista	4.9
1792	O piano está sendo tocado por alguém	Alguém está tocando o piano	5.0
1793	A senhora está descascando a batata	Uma batata está sendo descascada por uma mulher	4.8
1794	Os alunos estão enchendo a sala de aula	Uma sala de aula está cheia de estudantes	4.3
1795	Uma menina está tocando uma flauta	Um instrumento de sopro está sendo tocado por uma menina	4.3
1796	O papagaio está surpreendentemente falando no microfone	Um papagaio está falando	4.4
1797	Um chefe está cozinhando uma refeição	Um chefe está preparando alguma comida	4.5
1798	O cachorro branco usando orelhas de rena está perto de um cachorro castanho	O cachorro branco usando orelhas de rena está próximo de um cachorro castanho	4.9
1799	O homem está sentado no chão em uma sala e dedilhando um violão	Um homem está sentado no chão e está tocando um violão	4.7
1800	Um cachorro branco está de pé nas folhas no chão	Um cachorro, que é branco, está em pé nas folhas caídas	4.8
1801	O menino está aparando a grama perto da calçada com tesoura	Um menino está cortando a grama com tesouras	4.5
1802	Um homem está usando um capacete preto e empurrando uma bicicleta	Um capacete preto está sendo usado por um homem que está empurrando uma bicicleta	4.8
1803	Um peixe está sendo cortado por um homem	Um homem está cortando um peixe	4.9
1804	Uma criança pequena está sentada em um assento	Uma criança pequena está sentada	4.3
1805	Um bebê está engatinhando feliz	O bebê está engatinhando feliz	4.9
1806	Um homem está tocando violão	Um homem está tocando o violão	4.9
1807	A menina de chapéu preto está vestindo um biquíni na praia	Uma menina de chapéu preto está vestindo um biquíni na praia	4.9
1808	Um pequeno cachorro preto está usando uma coleira vermelha e está no meio das folhas com uma bola azul	Um pequenino cachorro preto está usando uma coleira vermelha e está entre as folhas com uma bola azul	4.7
1809	Um gato está abrindo uma gaveta e pulando dentro	Um gato está abrindo uma gaveta e escalando para dentro	4.5
1810	Um homem jovem com cabelos castanhos e óculos de sol está sentado na frente de algumas latas de refrigerante	Um jovem homem com cabelos castanhos e óculos escuros está sentado em frente a algumas latas de refrigerante	5.0
1811	Uma mulher está cozinhando costeleta de porco empanada	A mulher está fritando uma costeleta de porco empanada	4.74
1812	O cachorro está de pé com as duas patas dianteiras em uma rocha no campo	Um cachorro em pé nas duas patas da frente em uma pedra em um campo	5.0
1813	Um homem está andando devagar através de uma ponte feita de corda	Um homem está andando lentamente através de uma ponte de corda	4.9
1814	A criança está brincando com a fonte de água ao ar livre e o resto da família está assistindo	Uma criança está brincando com uma bica de água ao ar livre e o resto de sua família está assistindo	4.9
1815	Um homem barbado está em pé perto de um carrinho de compras e está segurando uma placa de papelão	Algum homem barbado está em pé perto de um carrinho de compras e está segurando uma placa de papelão	4.9
1816	Um lêmure está sendo acariciado por uma mulher	Uma mulher está acariciando um lêmure	5.0
1817	Uma onda grande está sendo surfada por um surfista através da água verde escura	Um surfista está pegando uma grande onda através da água verde escura	4.8
1818	Um menino está pulando para fora do lado de uma fonte de água de pedra na frente a um prédio	Um menino está pulando para fora do lado de uma fonte de água feita de pedra em frente a um prédio	4.6
1819	Um homem e uma mulher estão conversando	Um homem e uma mulher estão tendo uma conversa	4.8
1820	O cachorro está nadando em um lago e o sol está brilhando nele	Um cachorro está nadando em um lago e o sol está brilhando nele	4.9
1821	Um cachorro está nadando atrás de uma bola de tênis	Um cachorro está nadando atrás da bola	4.4
1822	Um carro de corrida branco está passando por uma poça	Um veículo de corrida branco está passando por uma poça	4.63
1823	Um homem está pulando de um muro baixo	Um homem está pulando um muro	4.2
1824	Uma mulher está desajeitadamente colocando carne em uma frigideira	Uma mulher está colocando carne em uma frigideira	4.5
1825	Um policial está sentado em uma motocicleta	O policial está sentado na bicicleta de polícia	4.2
1826	Um homem está correndo estrada abaixo	Algum homem está correndo estrada abaixo	4.7
1827	Um cachorro com um focinho e uma jaqueta azul está correndo em torno do quintal	Um cachorro com um cobertor azul está correndo pela grama	3.7
1828	Um homem está escalando para cima em uma corda	O homem está escalando para cima de uma corda	4.9
1829	Uma mulher está fatiando um vegetal	A mulher está cortando um vegetal	4.7
1830	Várias pessoas jovens estão posando para uma foto e segurando cervejas	Várias pessoas jovens estão posando para uma foto e segurando bebidas	4.5
1831	Duas pessoas estão dirigindo uma motocicleta	Duas pessoas estão montadas em uma moto	4.5
1832	Uma mulher asiática está segurando um cachecol de pele	Um cachecol de pele está sendo segurado por uma mulher asiática	5.0
1833	Um pato, que é grande, está voando sobre um riacho rochoso	Uma ave marinha está voando sobre algumas rochas	4.0
1834	Alguém está digitando no teclado	Alguém está digitando em um teclado	4.9
1835	Um menino pequeno está cantando e tocando o violão	A criança pequena está cantando e tocando violão	4.54
1836	Um motociclista está andando de motocicleta perigosamente pela rodovia	Um motociclista está pilotando a motocicleta ao longo da rodovia	4.6
1837	Um homem está apresentando-se com um violão	Um homem está tocando um violão	4.4
1838	A senhora está cuidadosamente fatiando a carne	A senhora está fatiando a carne	4.3
1839	A mulher está quebrando dois ovos dentro de uma tigela de vidro	Uma mulher está quebrando um ovo em uma tigela	4.3
1840	Um homem está fazendo exercícios	Uma pessoa está fazendo exercícios	4.5
1841	Um homem está fatiando uma cenoura confiantemente com a faca	Um homem está cortando uma cenoura com uma faca	4.5
1842	Uma mulher está cozinhando ovos	A mulher está cozinhando ovos	5.0
1843	Uma mulher está cortando carne	Não tem nenhuma mulher cortando uma cebola	2.4
1844	A mulher está usando óculos de sol de grande porte e está segurando jornais em ambas as mãos	Uma mulher está usando óculos escuros de tamanho grande e está segurando jornais nas duas mãos	5.0
1845	Um limão está sendo espremido por uma mulher	Uma mulher está espremendo suco de um limão	4.6
1846	A senhora está mexendo carne em uma tigela	Uma senhora está misturando uma mistura de carne em uma tigela	4.4
1847	Uma líder de torcida mulher está sentada no joelho de um líder de torcida homem	Uma líder de torcida mulher está sentada no joelho de um homem	4.7
1848	O jogador de futebol de campo está chutando a bola entre as pernas de alguém	Uma pessoa está chutando uma bola de jogo de futebol de campo entre os pés de alguém	4.2
1849	Um homem está cantando e tocando um violão	Um homem está tocando um violão	4.4
1850	Um menino de rosto gordinho está usando óculos escuros	Óculos de sol estão sendo usados ​​por um menino	4.5
1851	Duas mulheres estão dançando e cantando na frente de uma multidão	As mulheres estão cantando e dançando	4.4
1852	A mulher está rachando ovos em uma tigela	Os ovos estão sendo rachados em uma tigela pela mulher	5.0
1853	A máquina está apontando o fim de um lápis	Um lápis está sendo apontado	4.3
1854	O praticante de snowboard está saltando sobre da neve branca	A pessoa que está praticando snowboard pula pelo ar	4.1
1855	O bote de resgate laranja está correndo através da água	O barco de resgate, que é laranja, está correndo através da água	5.0
1856	Várias mulheres usando orelhas de coelho rosa estão apontando para a direita	Um grupo de mulheres está usando orelhas de coelho rosa e está apontando para a direita	4.9
1857	Um esquilo está rodando em círculos	Um animal está correndo em círculos	4.1
1858	Uma mulher está usando protetor auricular e está disparando uma arma em um campo de tiro coberto	Uma mulher está atirando em um alvo de prática	4.6
1859	Uma pessoa está embrulhando uma tortilha	Uma tortilha está sendo dobrada por uma pessoa	5.0
1860	Uma tartaruga de mar está procurando peixes	Uma tartaruga de mar está procurando por comida	4.5
1861	Uma mulher está picando alho	Uma mulher está fatiando alho	4.4
1862	Um homem está tocando o violão	O homem está tocando o violão	5.0
1863	O homem está tirando uma foto dele mesmo e de outro cara	Uma foto dele mesmo e outro cara está sendo tirada pelo homem	4.4
1864	Um grupo de meninos está brincando com uma bola em frente a uma porta grande feita de madeira	As crianças estão brincando em frente a uma porta, que é muito grande	3.8
1865	Um gato está pulando em um recipiente	Um gato está pulando em uma caixa	4.4
1866	Um homem está de pé ao lado de uma gaiola de pássaros que é grande e colorida	Um homem está em pé ao lado de uma gaiola de pássaros	4.6
1867	Um homem mais velho e uma mulher estão andando de bicicleta no calçadão perto da água	Um homem e uma mulher de meia idade estão montando bicicletas por uma estrada ao lado da água	4.1
1868	A mulher está alegremente tocando um violão, que é acústico, e cantando	A mulher está tocando um violão, que é acústico, e cantando	4.5
1869	Lama está cobrindo uma mulher de topless	Uma mulher de topless está sendo coberta de lama	5.0
1870	Os meninos estão vestindo roupas de banho e água está espirando ao redor	As crianças estão vestindo roupas de banho e água está espirrando ao redor	4.5
1871	Alguém está segurando um ouriço	Alguém está segurando um pequenino animal	4.45
1872	Uma mulher usando camisa azul e saltos altos está de pé na calçada ao lado do homem	Uma mulher usando uma camisa azul e saltos altos está de pé na calçada ao lado de um homem	4.9
1873	Um cachorro, que é caramelo, está correndo pelo arbusto	Um cachorro caramelo está correndo pelo arbusto	5.0
1874	O homem está montando um cavalo perto de um riacho	Um homem está andando a cavalo	4.3
1875	Uma bicicleta está sendo pedalada por uma mulher usando peças de fantasia e tinta em uma rua movimentada	Uma mulher está usando peças de fantasia e tinta e está andando de bicicleta em uma rua movimentada	4.9
1876	Um teclado está sendo tocado por uma pessoa	Uma pessoa está tocando um teclado	4.8
1877	Um homem está vestindo uma jaqueta vermelha e de pé ao lado de uma canoa vermelha em algumas rochas com água ao fundo	Um homem de jaqueta vermelha está de pé perto de um caiaque amarelo em algumas pedras próximo ao oceano	3.9
1878	Uma menina está aplicando maquiagem em seu rosto	A menina está passando maquiagem em sua face	4.9
1879	Um cachorro de tamanho grande está correndo na grama com uma bola de tênis em sua boca	Um cachorro grande está correndo na grama com uma bola de tênis na boca	4.7
1880	Uma pessoa está cortando alho em pedaços com uma faca	Uma pessoa está fatiando alho em pedaços com uma faca	4.82
1881	A flauta está sendo tocada pela mulher	A mulher está tocando a flauta	4.9
1882	Um homem está cortando uma batata	Um homem está fatiando uma batata em pedaços	4.9
1883	Uma flauta é tocada pelo homem	O homem está tocando uma flauta	5.0
1884	O cachorro grande castanho está correndo para fora na sujeira	O grande cachorro castanho está correndo ao ar livre na sujeira	4.9
1885	Um homem está realizando uma parada de mão na praia	Uma parada de mão está sendo realizada por um homem na praia	4.9
1886	O panda está comendo bambu	Um pouco de bambu está sendo comido por um urso panda	4.9
1887	O cachorro está perseguindo uma bola na grama	Um cachorro está perseguindo uma bola na grama	4.9
1888	Um homem está tocando a bateria	A bateria está sendo tocada pelo homem	4.8
1889	Um pequeno garoto, que parece assustado, está em uma parede de escalada	Um menino pequeno receoso está em uma parede de escalada	5.0
1890	Um cavalo está pulando o obstáculo e tem um cavaleiro nas suas costas	Um cavalo e seu cavaleiro estão saltando sobre uma barreira	4.6
1891	Um monte de meninos está brincando com uma bola em frente a uma porta grande feita de madeira	Um grupo de meninos está brincando com uma bola em frente a uma porta grande feita de madeira	4.9
1892	Os jogadores de futebol de vermelho e branco estão pulando e se abraçando	Alguns jogadores de futebol de vermelho e branco estão pulando e se abraçando	4.8
1893	Um homem com um chapéu duro está dançando	Um homem está usando um chapéu que é duro e está dançando	4.9
1894	O homem está cantando e tocando o violão	Um homem está tocando o violão	4.2
1895	Um cachorro está perseguindo outro e está segurando uma vara na sua boca	Um cachorro está perseguindo outro e está segurando um pedaço de madeira em sua boca	4.6
1896	Um homem está cortando uma batata em pedaços	Um homem está fatiando uma batata em pedaços	4.6
1897	O menino pequeno com cabelo castanho está pulando de uma cadeira marrom para o chão	Um menino pequeno com cabelo castanho está pulando da cadeira marrom para o chão	4.7
1898	Uma pessoa está anotando algo com um lápis	A pessoa está escrevendo com um lápis	4.9
1899	Um homem está picando rapidamente alguns cogumelos com uma faca	Um homem está picando velozmente alguns cogumelos com uma faca	4.9
1900	Um homem está comendo uma pizza	Um homem está comendo alguma comida	4.2
1901	O homem está tocando um violão	O violão está sendo tocado pelo homem	4.9
1902	Um grupo de crianças está brincando em uma estrutura que é colorida	Um grupo de crianças está brincando em uma estrutura colorida	5.0
1903	Um homem está misturando vegetais em uma panela	Uma pessoa está mexendo vegetais em uma panela	4.7
1904	O papagaio está falando	Um papagaio está falando	5.0
1905	Um cachorro está perseguindo uma bola na grama	Um cachorro está correndo atrás de uma bola na grama	4.7
1906	Uma mulher está espremendo um limão	Um limão está sendo espremido por uma mulher	4.9
1907	Dois meninos pequenos estão brincando do lado de fora com uma bola de futebol na grama verde	Duas crianças estão brincando com uma bola no parque	3.8
1908	Uma mulher está pondo o bebê em uma lata de lixo	Um bebê está sendo colocado em uma lixeira por uma mulher	4.9
1909	Um homem está cortando um cordão com uma espada	Um homem está cortando uma corda com uma espada	4.5
1910	Um menino está batendo numa bola de beisebol	Uma criança está batendo em uma bola de beisebol	4.4
1911	O cachorro preto está passeando na grama e correndo com sua língua para fora	Um cachorro preto está correndo na grama	4.8
1912	Uma árvore está caindo sobre uma ponte feita sobre um rio que um cachorro está cruzando	Um cachorro está atravessando um rio em uma ponte feita de uma árvore caída	4.1
1913	O alho está sendo cortado em cubos por uma mulher	A mulher está cortando alho em cubos	4.9
1914	Uma mulher está abrindo um refrigerante e o bebendo	Um refrigerante está sendo aberto e tomado por uma mulher	4.8
1915	Um bebê está brincando com uma boneca	Um bebê está brincando com um brinquedo	4.7
1916	Nadadores estão competindo em um lago	Alguns nadadores estão competindo em um lago	4.8
1917	Um homem está tocando bateria	A bateria está sendo tocada pelo homem	4.9
1918	Uma bola está sendo perseguida por um cachorro na grama	Um cachorro está perseguindo uma bola na grama	4.9
1919	Dois cachorros estão olhando alguma coisa que está se movendo na água	Dois cachorros estão olhando algo que está se debatendo na água	4.6
1920	Um pequeno gato está bebendo leite fresco	O leite está sendo bebido por um gato	4.2
1921	Um cachorro está brincando com um brinquedo	O cachorro está se divertindo com um brinquedo	4.4
1922	Uma mulher está pegando e segurando um bebê canguru em seus braços	A mulher está pegando e segurando um bebê canguru	4.6
1923	Uma mulher está fatiando uma cebola	Uma cebola está sendo fatiada por uma mulher	4.9
1924	A senhora está fatiando um tomate	Alguém está cortando um tomate	4.4
1925	Uma criança está espirrando água em uma piscina para crianças e outros meninos estão brincando ao fundo	Uma criança está espirrando água em uma piscina para crianças e outros garotos estão brincando ao fundo	4.9
1926	Um leão está andando lentamente	Um leão está lentamente se movendo	4.2
1927	Uma criança de uniforme de esportes verde e branco está correndo sobre a grama	Uma criança de uniforme verde e branco para esportes está correndo sobre a grama	4.9
1928	Alguém está mexendo macarrão na água	Alguém está mexendo a comida na água	4.5
1929	Uma mulher está cozinhando peixe	Peixe está sendo cozido por uma mulher	4.9
1930	Alguns enroladinhos estão sendo comidos por duas crianças pequenas que estão em um carrinho, que é muito pequenino	Duas crianças jovens estão comendo enroladinhos	4.3
1931	Uma senhora está cortando um pouco de carne precisamente	Uma senhora está cortando carne em pedaços	4.5
1932	Os vegetais estão sendo colocados dentro de uma panela por um homem	Um homem está colocando vegetais em uma panela	4.7
1933	Um jovem menino está pulando no ar com seus joelhos dobrados e braços abertos	Um menino, que é jovem, está pulando no ar com os joelhos dobrados e os braços abertos	4.9
1934	Um cachorro com pelagem preta está parado no raso	Um cachorro preto está parado no raso	4.8
1935	Uma mulher está pegando e segurando um bebê canguru em seus braços	Uma mulher está pegando e segurando um canguru, que é um bebê, nos braços	4.9
1936	Um homem está tocando uma flauta grande	Uma grande flauta está sendo tocada por um homem	4.9
1937	Um homem está cortando pedaços de manteiga em uma tigela de mistura	Um homem está adicionando pedaços de manteiga a uma tigela de misturas	4.3
1938	Um homem está tocando uma flauta de bambu	Uma flauta é tocada pelo homem	4.3
1939	Um homem está perigosamente jogando facas em uma árvore	Um homem está perigosamente jogando facas na árvore	5.0
1940	Um homem de chapéu branco está tocando violão no palco	O homem de chapéu branco está tocando violão no palco	4.9
1941	Uma pessoa está dobrando um pedaço de papel	Alguém está dobrando um pedaço de papel	4.7
1942	Uma criança está espirrando água no oceano	Uma criança está espirrando água	4.1
1943	O violão está sendo tocado por um homem	Um homem está tocando o violão	4.9
1944	Um homem e uma criança estão andando de caiaque pelas águas calmas	O homem e a criança estão andando de caiaque pelas águas calmas	5.0
1945	Dois cachorros estão pulando pela grama nevada e pelas rochas	Dois cachorros estão pulando através da grama nevada e de rochas	4.8
1946	Um trem de brinquedo está batendo em um carro de brinquedo	Um trem de brinquedo está atingindo um carro de brinquedo	4.8
1947	Um grupo de meninos está brincando com uma bola em frente a uma porta grande feita de madeira	As crianças estão brincando em frente a uma porta grande	4.2
1948	Um homem está usando uma marreta para quebrar um bloco de concreto que está em outro homem	O homem está usando uma marreta para quebrar um bloco de concreto que está sobre outra pessoa	4.7
1949	Uma chita está perseguindo sem ar sua presa através de um campo	Uma chita está perseguindo suas presas através de um campo	4.4
1950	Um cachorro preto escuro e um cachorro castanho claro estão brincando no quintal	Um cachorro escuro preto e um cachorro castanho claro estão brincando no quintal	4.9
1951	Uma mulher está picando uma cebola roxa	Uma mulher está picando uma cebola	4.5
1952	A criança pequenina está vadeando pela água e está sendo guiada por outra pessoa	A criança pequenina está andando pela água e está sendo guiada por outra pessoa	4.6
1953	O homem e a mulher estão andando através do bosque	O homem e a mulher estão andando	4.2
1954	Algum homem está correndo estrada abaixo	Um homem está correndo estrada abaixo	4.7
1955	Um texugo está cavando a terra astutamente	Um texugo, que é astuto, está cavando a terra	4.5
1956	Um homem está atirando com uma espingarda	Um homem está disparando com uma espingarda	4.9
1957	Um homem do Oriente Médio está parado encostado em um poste perto de outras pessoas	Um homem está encostado em um poste e está cercado	3.9
1958	Um homem está fatiando tomates	Um homem está cortando tomates	5.0
1959	Um homem está amarrando um sapato	Um sapato está sendo amarrado por um homem	4.9
1960	Uma chita está perseguindo sem ar sua presa através de um campo	Uma chita está correndo rapidamente atrás de sua presa	4.6
1961	Uma mulher está espremendo um limão	A mulher está espremendo suco de um limão	4.9
1962	Dois gatos estão lutando entre si de brincadeira	Os gatos estão brincando um com o outro	4.4
1963	Uma mulher está tocando um violão que é elétrico	Uma mulher está tocando um violão elétrico	5.0
1964	Um cachorro está andando ao longo do monte de neve	Um cachorro está caminhando ao longo de um monte de neve	5.0
1965	O homem está despejando óleo em alguns tomates	Uma pessoa derrama óleo em alguns tomates	4.6
1966	Duas mulheres estão usando biquínis na praia de areia	Duas mulheres estão usando biquínis na praia que é arenosa	4.9
1967	O homem está configurando a câmera e tirando fotos do pôr-do-sol na praia	O homem está configurando uma câmera e tira fotografias de um pôr do sol em uma praia	5.0
1968	Os gatos estão brincando um com o outro	Alguns gatos estão brincando um com o outro	4.8
1969	Um homem está fatiando um peixe	Um peixe está sendo fatiado por um homem	4.9
1970	Um menino pequeno de camisa listrada está escorregando para fora de um tubo verde	Um menino pequenino de camisa listrada está escorregando para fora de um tubo verde	4.9
1971	O motoqueiro laranja está pilotando a motocicleta em uma roda	O motociclista vestido de laranja está dirigindo a motocicleta sobre uma roda	4.8
1972	Um homem está colocando um pouco de queijo em uma pizza	O homem está polvilhando queijo na pizza	4.7
1973	Um homem está falando com uma mulher	Um homem e uma mulher estão falando	4.8
1974	Tofu está sendo fatiado por uma mulher	Um pouco de tofu está sendo fatiado por uma mulher	4.9
1975	O cachorro preto está passeando na grama e correndo com sua língua para fora	Um cachorro preto está correndo na grama e sua língua está saindo para fora da boca	4.6
1976	Um menino está correndo na praia	Um menino está passando pela areia	4.1
1977	Um filhote de gato está brincando com uma corda azul de brinquedo	Um filhote de gato está brincando com um brinquedo feito de corda azul	4.8
1978	Uma mulher está sendo massageada por um homem	Um homem está massageando uma mulher	4.9
1979	Uma bola de beisebol está sendo segurada na boca por um cachorro preto e branco	Um cachorro preto e branco está segurando uma bola de beisebol em sua boca	4.8
1980	Um cachorro preto está correndo na grama	O cachorro preto está passeando na grama e correndo com sua língua para fora	4.8
1981	Um filhote de cachorro fofo está repetidamente rolando de um lado para outro com suas costas no chão	Um cachorro está rolando de um lado para o outro	4.3
1982	Um cavalo está pulando o obstáculo e tem um cavaleiro nas suas costas	Um obstáculo está sendo saltado por um cavalo que tem um cavaleiro em suas costas	4.9
1983	O homem está fazendo uma parada de mão na costa molhada na beira da água na praia	Um homem está realizando uma parada de mão na praia	4.7
1984	Quatro garotos estão fazendo ponte no parque	Quatro meninos estão fazendo ponte no parque	4.8
1985	Um homem e duas mulheres em um quarto escuro estão sentados a uma mesa com velas	O grupo de pessoas está sentado em um quarto que está escuro	4.5
1986	O homem está tocando o piano com seu nariz	O teclado está sendo tocado com o nariz por um homem	4.2
1987	Um homem está fazendo exercícios no chão	O homem está fazendo exercícios no chão	4.9
1988	Um cachorro branco está parado em cima de folhas caídas	Um cachorro, que é branco, está em pé nas folhas caídas	4.7
1989	Um avião a jato está voando	Um avião está voando	4.7
1990	Uma mulher está dançando graciosamente num palco	Uma mulher está dançando em um palco	4.5
1991	O violão está sendo tocado por um homem	O violão está sendo tocado pelo homem	4.9
1992	Um homem está tocando um violão que é acústico	Um homem está tocando um violão acústico	4.9
1993	Os homens estão colocando bagagens dentro do porta-malas de um carro	Os homens estão colocando as bagagens no porta-malas de um carro	5.0
1994	Uma camisa rosa com escrita branca está sendo usada por uma menina que está deitada na grama	Uma menina está usando uma camisa rosa que tem escrita branca e está ficando deitada na grama	4.5
1995	Um homem está cortando uma fatia de pão	Um homem está fatiando um pão	4.8
1996	Um filhote de cachorro castanho está puxando um poste metálico que está preso no chão	Um cachorro castanho está roendo um poste metálico que está preso no chão	4.7
1997	Uma mulher está colocando maquiagem em sua pálpebra	Uma mulher está aplicando cosméticos em sua pálpebra	5.0
1998	Um skatista está realizando acrobacias na pista	Um homem está andando de skate em uma pista	3.9
1999	Um homem está pegando um peixe	O homem está pegando um peixe	4.9
2000	A jovem menina com camisa rosa está tranquilamente deitada na grama	A jovem e tranquila menina está deitada sobre a grama de camisa rosa	4.5
2001	O homem está fatiando a batata	Uma batata está sendo fatiada pelo homem	4.9
2002	A menina loira com a blusa rosa está sorrindo alegremente e usando óculos engraçados com um grande nariz acoplado	A menina loira com a blusa rosa está sorrindo e usando óculos engraçados com um grande nariz acoplado	4.8
2003	Uma imagem está sendo desenhada por um homem	Um homem está desenhando uma imagem	4.9
2004	Um homem está dirigindo um carro	Um carro está sendo dirigido por um homem	4.9
2005	Um homem de bicicleta está pedalando na praia	Uma pessoa está andando de bicicleta na areia ao lado do oceano	4.5
2006	Um cachorro está mordendo uma lata	Uma lata está sendo mordida por um cachorro	5.0
2007	Um cachorro castanho está pulando no ar	Um cachorro está pulando no ar	4.7
2008	Um cachorro está pastoreando um grupo de ovelhas brancas em uma fazenda empoeirada	Um cachorro está reunindo um bando de ovelhas brancas em uma fazenda empoeirada	5.0
2009	Um cachecol de pele está sendo segurado por uma mulher asiática	Uma mulher asiática está segurando um cachecol de pele	5.0
2010	Uma mulher está sentada e olhando para uma cachoeira	Uma mulher está sentada e olhando para a cachoeira	4.6
2011	Um caminhão está rapidamente descendo o morro	Um caminhão está descendo rapidamente um morro	4.9
2012	Os homens estão cortando madeira	Alguns homens estão serrando	3.6
2013	O cachorro de roupinha tingida de vermelho está correndo no campo	O cachorro de roupinha vermelha está correndo no campo	4.5
2014	Uma pessoa está despejando azeite de oliva em uma panela no fogão	Uma pessoa está despejando óleo de cozinha em uma panela	4.2
2015	Os corredores estão competindo em volta da pista	Os corredores estão competindo em uma corrida	4.25
2016	Um homem está tocando um violão	Um homem está tocando um instrumento	4.3
2017	Dois homens estão segurando bicicletas e parados ao lado de uma estrada coberta de neve	Dois homens com bicicletas estão do lado de uma estrada nevada	4.7
2018	Um homem está escalando um penhasco com uma corda	Um homem está escalando o penhasco com uma corda	4.9
2019	Uma grande bola da cor verde está batendo em uma batata	Uma grande bola verde está derrubando uma batata	4.7
2020	Uma banda está apresentando-se no palco	Uma banda está tocando em um palco	4.9
2021	Os médicos estão curando um homem	Os médicos estão revivendo um homem	4.5
2022	Um menino pequeno está vestindo uma regata amarela e está rindo	O menino pequeno está vestindo uma regata amarela e está rindo	5.0
2023	Uma mulher está habilmente tocando uma flauta	Uma mulher está tocando uma flauta	4.3
2024	Um pássaro preto está sentado em uma árvore morta	Um pássaro, que é preto, está sentado em uma árvore morta	5.0
2025	Um homem está andando de moto	Uma motocicleta está sendo pilotada por um homem	5.0
2026	Alguns pedaços de manteiga estão sendo adicionados na batedeira	Pedaços de manteiga estão sendo adicionados à batedeira	4.7
2027	O homem está sentado no trem e descansa a mão contra o rosto	Um homem está sentado em um trem e descansando a sua mão contra o rosto	4.9
2028	O filhote de cachorro está brincando com um recipiente feito de plástico	O filhote de cachorro está brincando com um recipiente de plástico	5.0
2029	O avião está pousando	Um avião está pousando	4.9
2030	Uma mulher está usando um chapéu egípcio na cabeça	Uma mulher está vestindo uma touca egípcia	4.3
2031	Um homem está fatiando um tomate vermelho	Um homem está fatiando um tomate	4.5
2032	Um uniforme de esportes está sendo usado por um homem que está correndo pelo campo	Um homem está vestindo um uniforme esportivo e está correndo campo abaixo	4.9
2033	Algumas pessoas e veículos estão em uma rua lotada	Pedestres e carros estão se movendo por um engarrafamento na cidade grande	3.8
2034	Um homem está vestindo um uniforme esportivo e está correndo campo abaixo	Um uniforme de esportes está sendo usado por um homem que está correndo pelo campo	4.9
2035	O homem, que tem pele escura, está parado sobre uma mão na frente de um prédio amarelo	O homem de pele escura está sobre uma mão em frente a um prédio amarelo	5.0
